,Unnamed: 0_x,Player,Mat_x,Inns_x,NO,Runs_x,HS,Ave_x,BF,SR_x,100,50,0,4s,6s,format,Unnamed: 0_y,Span,Mat_y,Inns_y,Balls,Runs_y,Wkts,Ave_y,Econ,SR_y,4,5
88,88.0,Mohammad Shahzad (AFG),84.0,84.0,3.0,2727.0,131*,33.66,3082.0,88.48,6.0,14.0,4.0,323,55,odi,,,,,,,,,,,,
89,89.0,MDKJ Perera (SL),107.0,102.0,5.0,3071.0,135,31.65,3328.0,92.27,6.0,15.0,10.0,333,50,odi,,,,,,,,,,,,
90,90.0,AJ Strauss (ENG),127.0,126.0,8.0,4205.0,158,35.63,5195.0,80.94,6.0,27.0,9.0,454,25,odi,,,,,,,,,,,,
91,91.0,NS Sidhu (INDIA),136.0,127.0,8.0,4413.0,134*,37.08,6329.0,69.72,6.0,33.0,7.0,335,44,odi,,,,,,,,,,,,
92,92.0,A Symonds (AUS),198.0,161.0,33.0,5088.0,156,39.75,5504.0,92.44,6.0,30.0,15.0,449,103,odi,,,,,,,,,,,,
93,93.0,A Jadeja (INDIA),196.0,179.0,36.0,5359.0,119,37.47,7678.0,69.79,6.0,30.0,10.0,366,85,odi,,,,,,,,,,,,
94,94.0,MG Bevan (AUS),232.0,196.0,67.0,6912.0,108*,53.58,9320.0,74.16,6.0,46.0,5.0,450,21,odi,,,,,,,,,,,,
95,95.0,GW Flower (ZIM),221.0,214.0,18.0,6571.0,142*,33.52,9723.0,67.58,6.0,40.0,18.0,557+,37+,odi,,,,,,,,,,,,
96,96.0,Shahid Afridi (Asia/ICC/PAK),398.0,369.0,27.0,8064.0,124,23.57,6892.0,117.0,6.0,39.0,30.0,730,351,odi,4.0,1996-2015,398.0,372.0,17670.0,13632.0,395.0,34.51,4.62,44.7,4.0,9.0
97,97.0,RN ten Doeschate (NED),33.0,32.0,9.0,1541.0,119,67.0,1757.0,87.7,5.0,9.0,1.0,130,29,odi,,,,,,,,,,,,
98,98.0,KL Rahul (INDIA),38.0,37.0,6.0,1509.0,112,48.67,1690.0,89.28,5.0,9.0,2.0,114,36,odi,,,,,,,,,,,,
99,99.0,SO Hetmyer (WI),47.0,44.0,3.0,1447.0,139,35.29,1360.0,106.39,5.0,4.0,2.0,111,52,odi,,,,,,,,,,,,
100,100.0,Rahmat Shah (AFG),76.0,72.0,3.0,2467.0,114,35.75,3493.0,70.62,5.0,16.0,3.0,215,28,odi,,,,,,,,,,,,
101,101.0,AN Cook (ENG),92.0,92.0,4.0,3204.0,137,36.4,4154.0,77.13,5.0,19.0,7.0,363,10,odi,,,,,,,,,,,,
102,102.0,TWM Latham (NZ),102.0,94.0,11.0,2824.0,137,34.02,3373.0,83.72,5.0,16.0,7.0,239,36,odi,,,,,,,,,,,,
103,103.0,NV Knight (ENG),100.0,100.0,10.0,3637.0,125*,40.41,5085.0,71.52,5.0,25.0,6.0,327,21,odi,,,,,,,,,,,,
104,104.0,WW Hinds (WI),119.0,111.0,10.0,2880.0,127*,28.51,4393.0,65.55,5.0,14.0,8.0,261,50,odi,,,,,,,,,,,,
105,105.0,GA Hick (ENG),120.0,118.0,15.0,3846.0,126*,37.33,5191.0,74.08,5.0,27.0,10.0,278,41,odi,,,,,,,,,,,,
106,106.0,DA Miller (SA),137.0,118.0,35.0,3367.0,139,40.56,3339.0,100.83,5.0,16.0,8.0,247,92,odi,,,,,,,,,,,,
107,107.0,Kamran Akmal (PAK),157.0,138.0,14.0,3236.0,124,26.09,3855.0,83.94,5.0,10.0,10.0,378,37,odi,,,,,,,,,,,,
108,108.0,PV Simmons (WI),143.0,138.0,11.0,3675.0,122,28.93,5407.0,67.96,5.0,18.0,14.0,376+,44+,odi,,,,,,,,,,,,
109,109.0,Aamer Sohail (PAK),156.0,155.0,5.0,4780.0,134,31.86,7297.0,65.5,5.0,31.0,10.0,467+,20+,odi,,,,,,,,,,,,
110,110.0,RR Sarwan (WI),181.0,169.0,33.0,5804.0,120*,42.67,7663.0,75.74,5.0,38.0,8.0,480,58,odi,,,,,,,,,,,,
111,111.0,DC Boon (AUS),181.0,177.0,16.0,5964.0,122,37.04,9157.0,65.13,5.0,37.0,6.0,494,16,odi,,,,,,,,,,,,
112,112.0,PD Collingwood (ENG),197.0,181.0,37.0,5092.0,120*,35.36,6614.0,76.98,5.0,26.0,7.0,365,74,odi,,,,,,,,,,,,
113,113.0,DR Martyn (AUS),208.0,182.0,51.0,5346.0,144*,40.8,6877.0,77.73,5.0,37.0,10.0,441,22,odi,,,,,,,,,,,,
114,114.0,SK Raina (INDIA),226.0,194.0,35.0,5615.0,116*,35.31,6005.0,93.5,5.0,36.0,14.0,476,120,odi,,,,,,,,,,,,
115,115.0,H Masakadza (ZIM),209.0,208.0,4.0,5658.0,178*,27.73,7728.0,73.21,5.0,34.0,15.0,585,86,odi,,,,,,,,,,,,
116,116.0,RB Richardson (WI),224.0,217.0,30.0,6248.0,122,33.41,9801.0,63.74,5.0,44.0,8.0,541+,54+,odi,,,,,,,,,,,,
117,117.0,BB McCullum (NZ),260.0,228.0,28.0,6083.0,166,30.41,6312.0,96.37,5.0,32.0,20.0,577,200,odi,,,,,,,,,,,,
118,118.0,Saleem Malik (PAK),283.0,256.0,38.0,7170.0,102,32.88,9383.0,76.41,5.0,47.0,19.0,514+,34+,odi,,,,,,,,,,,,
119,,M Muralitharan (Asia/ICC/SL),,,,,,,,,,,,,,,0.0,1993-2011,350.0,341.0,18811.0,12326.0,534.0,23.08,3.93,35.2,15.0,10.0
120,,Wasim Akram (PAK),,,,,,,,,,,,,,,1.0,1984-2003,356.0,351.0,18186.0,11812.0,502.0,23.52,3.89,36.2,17.0,6.0
121,,Waqar Younis (PAK),,,,,,,,,,,,,,,2.0,1989-2003,262.0,258.0,12698.0,9919.0,416.0,23.84,4.68,30.5,14.0,13.0
122,,WPUJC Vaas (Asia/SL),,,,,,,,,,,,,,,3.0,1994-2008,322.0,320.0,15775.0,11014.0,400.0,27.53,4.18,39.4,9.0,4.0
123,,SM Pollock (Afr/ICC/SA),,,,,,,,,,,,,,,5.0,1996-2008,303.0,297.0,15712.0,9631.0,393.0,24.5,3.67,39.9,12.0,5.0
124,,GD McGrath (AUS/ICC),,,,,,,,,,,,,,,6.0,1993-2007,250.0,248.0,12970.0,8391.0,381.0,22.02,3.88,34.0,9.0,7.0
